Date,LNT
2014-10-23,26.969392171007
2014-10-24,27.090572665036
2014-10-27,27.193800493282
2014-10-28,27.386791650439
2014-10-29,27.337421819538
2014-10-30,28.020857365027
2014-10-31,28.020857365027
2014-11-03,28.238108399354
2014-11-04,27.98012279609
2014-11-05,28.554932824415
2014-11-06,27.966544606445
2014-11-07,28.4010466751
2014-11-10,28.695240784085
2014-11-11,28.70881897373
2014-11-12,28.283369031506
2014-11-13,27.96201854323
2014-11-14,27.957492480015
2014-11-17,28.097800439685
2014-11-18,28.315051474012
2014-11-19,28.310525410797
2014-11-20,28.233582336139
2014-11-21,28.156639261482
2014-11-24,27.998227048951
2014-11-25,27.97107066966
2014-11-26,28.152113198266
2014-11-28,28.455359433682
2014-12-01,28.717871100161
2014-12-02,28.844600870185
2014-12-03,28.953226387349
2014-12-04,29.070904030943
2014-12-05,28.853652996615
2014-12-08,29.184055611322
2014-12-09,29.251946559549
2014-12-10,28.858179059831
2014-12-11,29.107112536664
2014-12-12,28.695240784085
2014-12-15,28.360312106164
2014-12-16,28.405572738315
2014-12-17,29.039221588437
2014-12-18,29.623083743192
2014-12-19,29.632135869622
2014-12-22,29.917277852177
2014-12-23,30.012325179695
2014-12-24,30.510192133362
2014-12-26,30.845120811284
2014-12-29,31.374670207457
2014-12-30,30.645974029817
2014-12-31,30.062111875062
2015-01-02,30.098320380783
2015-01-05,29.731709260356
2015-01-06,29.636661932837
2015-01-07,30.125476760074
2015-01-08,30.600713397665
2015-01-09,30.166211329011
2015-01-12,30.084742191138
2015-01-13,30.292941099035
2015-01-14,30.849646874499
2015-01-15,30.922063885941
2015-01-16,31.501399977481
2015-01-20,31.487821787836
2015-01-21,31.714124948594
2015-01-22,31.705072822163
2015-01-23,31.772963770391
2015-01-26,31.759385580745
2015-01-27,31.691494632518
2015-01-28,31.569290925709
2015-01-29,32.080238986934
2015-01-30,31.300130786313
2015-02-02,31.446115946663
2015-02-03,31.52823259936
2015-02-04,31.072028973266
2015-02-05,31.391371511532
2015-02-06,30.009074524467
2015-02-09,29.48900239072
2015-02-10,30.145935612295
2015-02-11,29.498126463242
2015-02-12,29.406885738023
2015-02-13,29.000864510799
2015-02-17,28.932433966885
2015-02-18,29.671483841157
2015-02-19,29.447944064371
2015-02-20,29.475316281937
2015-02-23,29.694294022462
2015-02-24,29.885899545422
2015-02-25,29.365827411674
2015-02-26,29.064733018452
2015-02-27,29.014550619582
2015-03-02,28.47166830453
2015-03-03,28.576595138532
2015-03-04,28.32568314418
2015-03-05,28.37586554305
2015-03-06,27.486268472167
2015-03-09,27.691560103909
2015-03-10,27.677873995126
2015-03-11,27.513640689733
2015-03-12,27.896851735652
2015-03-13,27.609443451212
2015-03-16,28.188822056352
2015-03-17,28.143201693742
2015-03-18,28.749952516447
2015-03-19,28.613091428619
2015-03-20,29.00542654706
2015-03-23,28.936996003146
2015-03-24,28.530974775922
2015-03-25,28.293748890353
2015-03-26,27.965282279566
2015-03-27,28.120391512438
2015-03-30,28.549222920966
