Date,ALL
2016-08-17,67.600104688763
2016-08-18,67.913068136396
2016-08-19,67.649005227456
2016-08-22,67.3556019953
2016-08-23,66.856816500634
2016-08-24,66.759015423249
2016-08-25,67.032858439928
2016-08-26,66.81769606968
2016-08-29,67.551204150071
2016-08-30,67.973767690724
2016-08-31,67.76739944994
2016-09-01,67.472587677391
2016-09-02,67.757572390855
2016-09-06,68.111346517914
2016-09-07,68.239098286018
2016-09-08,68.022902986149
2016-09-09,66.784693541443
2016-09-12,67.295700613861
2016-09-13,66.745385305103
2016-09-14,66.2245511736
2016-09-15,66.647114714253
2016-09-16,66.24420529177
2016-09-19,66.293340587195
2016-09-20,66.696250009678
2016-09-21,67.472587677391
2016-09-22,67.74774533177
2016-09-23,67.305527672946
2016-09-26,67.207257082097
2016-09-27,67.78705356811
2016-09-28,67.904978277129
2016-09-29,67.452933559221
2016-09-30,67.983594749809
2016-10-03,67.217084141182
2016-10-04,66.666768832423
2016-10-05,66.637287655168
2016-10-06,66.597979418829
2016-10-07,67.246565318437
2016-10-10,67.305527672946
2016-10-11,67.020542959482
2016-10-12,67.84601592262
2016-10-13,67.895151218044
2016-10-14,68.131000636084
2016-10-17,68.140827695169
2016-10-18,68.091692399744
2016-10-19,68.229271226933
2016-10-20,67.050024136737
2016-10-21,66.381784118959
2016-10-24,66.548844123404
2016-10-25,66.440746473469
2016-10-26,66.765039423273
2016-10-27,66.421092355299
2016-10-28,66.362130000789
2016-10-31,66.725731186933
2016-11-01,66.04766411007
2016-11-02,66.175415878175
2016-11-03,66.912445309548
2016-11-04,65.566138214907
2016-11-07,65.703717042097
2016-11-08,66.411265296214
2016-11-09,66.991061782227
2016-11-10,68.248925345103
2016-11-11,68.435639467718
2016-11-14,69.467480671639
2016-11-15,70.066931275822
2016-11-16,69.496961848894
2016-11-17,70.538630111901
